Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,time_idx
2020-01-01 00:00:00+05:30,407.4413241842928,410.7351100589612,405.84147384306897,408.7117614746094,2321850,0.0,0.0,SUNPHARMA.NS,0
2020-01-02 00:00:00+05:30,408.4294472484084,416.52275540322825,406.54728389703325,409.323486328125,4555670,0.0,0.0,SUNPHARMA.NS,1
2020-01-03 00:00:00+05:30,409.0411333236517,423.86316930734904,407.5353969401315,418.4049072265625,9457180,0.0,0.0,SUNPHARMA.NS,2
2020-01-06 00:00:00+05:30,414.92284935146466,418.4989764706001,409.4645878532182,414.0288391113281,4794923,0.0,0.0,SUNPHARMA.NS,3
2020-01-07 00:00:00+05:30,415.3934683207658,421.604613459387,411.77029792994216,420.098876953125,4504083,0.0,0.0,SUNPHARMA.NS,4
2020-01-08 00:00:00+05:30,416.8521631330624,420.19299178147276,413.13487881761824,414.1700744628906,3881918,0.0,0.0,SUNPHARMA.NS,5
2020-01-09 00:00:00+05:30,416.61687247551174,418.64019234968396,413.1348587612368,413.9347839355469,3934566,0.0,0.0,SUNPHARMA.NS,6
2020-01-10 00:00:00+05:30,414.1700508082423,422.5456719697494,414.07593689685905,417.4638366699219,4334013,0.0,0.0,SUNPHARMA.NS,7
2020-01-13 00:00:00+05:30,420.66349744207645,426.92168466906435,416.4756726128378,418.4049072265625,4823348,0.0,0.0,SUNPHARMA.NS,8
2020-01-14 00:00:00+05:30,420.66349375087583,423.01619785462793,418.21667573906717,419.722412109375,2708589,0.0,0.0,SUNPHARMA.NS,9
2020-01-15 00:00:00+05:30,421.2281612126391,424.14552013338465,417.5108771285311,422.59271240234375,3054107,0.0,0.0,SUNPHARMA.NS,10
2020-01-16 00:00:00+05:30,425.60418523399073,429.46262582468427,421.03993339083615,422.59271240234375,4416809,0.0,0.0,SUNPHARMA.NS,11
2020-01-17 00:00:00+05:30,421.7928479798556,429.3685445102496,419.72245666097825,427.8157653808594,3216737,0.0,0.0,SUNPHARMA.NS,12
2020-01-20 00:00:00+05:30,427.4393769557829,429.3215406082178,419.8636510230095,422.96923828125,2824739,0.0,0.0,SUNPHARMA.NS,13
2020-01-21 00:00:00+05:30,421.60460227457594,425.1336586552225,419.72243887156446,421.0399475097656,2573651,0.0,0.0,SUNPHARMA.NS,14
2020-01-22 00:00:00+05:30,421.9810074397149,427.1099139361158,419.1107198860248,420.0047302246094,3412716,0.0,0.0,SUNPHARMA.NS,15
2020-01-23 00:00:00+05:30,420.85172045520494,425.5571286502786,418.78132936155953,423.3455810546875,1875787,0.0,0.0,SUNPHARMA.NS,16
2020-01-24 00:00:00+05:30,423.4867424358589,426.1688308818592,420.47526966850194,421.4163513183594,2153164,0.0,0.0,SUNPHARMA.NS,17
2020-01-27 00:00:00+05:30,420.66350946300156,425.1336474270938,416.1463289028901,421.98101806640625,3530914,0.0,0.0,SUNPHARMA.NS,18
2020-01-28 00:00:00+05:30,421.83991774741054,435.25033342593946,421.65168989919516,426.2159423828125,9487290,0.0,0.0,SUNPHARMA.NS,19
2020-01-29 00:00:00+05:30,428.05100957965647,429.83905903479973,422.96917423152615,423.58087158203125,3103817,0.0,0.0,SUNPHARMA.NS,20
2020-01-30 00:00:00+05:30,424.8983776052199,427.0158113806612,414.35825132409866,416.0522155761719,3486193,0.0,0.0,SUNPHARMA.NS,21
