Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,time_idx
2020-01-01 00:00:00+05:30,523.3180144105881,531.013867563685,520.338974480357,525.9495239257812,107849,0.0,0.0,TRENT.NS,0
2020-01-02 00:00:00+05:30,525.8005054525194,542.0859466731949,525.0061069900098,537.5676879882812,158640,0.0,0.0,TRENT.NS,1
2020-01-03 00:00:00+05:30,538.6104088526517,539.0075777858049,530.2690733430932,532.1558227539062,63423,0.0,0.0,TRENT.NS,2
2020-01-06 00:00:00+05:30,529.2761151167131,531.1628647236585,517.7571845096329,526.2474365234375,105970,0.0,0.0,TRENT.NS,3
2020-01-07 00:00:00+05:30,528.2831266169964,537.0712709271903,524.7083026352597,529.2265014648438,153960,0.0,0.0,TRENT.NS,4
2020-01-08 00:00:00+05:30,522.9206808843752,530.815147251781,517.7570611855007,528.2333374023438,163181,0.0,0.0,TRENT.NS,5
2020-01-09 00:00:00+05:30,531.2620351971437,553.9523614289011,528.2829957474402,543.6250610351562,200543,0.0,0.0,TRENT.NS,6
2020-01-10 00:00:00+05:30,544.9159576200601,555.0943422498653,539.206132096023,546.703369140625,156788,0.0,0.0,TRENT.NS,7
2020-01-13 00:00:00+05:30,547.1503722926245,554.0021888570211,537.2202384942103,541.63916015625,79458,0.0,0.0,TRENT.NS,8
2020-01-14 00:00:00+05:30,543.2774864533014,561.0524466161302,538.4117582372576,557.2293701171875,152033,0.0,0.0,TRENT.NS,9
2020-01-15 00:00:00+05:30,557.2294265170543,582.4022889306718,551.1223705993569,579.8701171875,568486,0.0,0.0,TRENT.NS,10
2020-01-16 00:00:00+05:30,580.8135070281696,595.8079837079987,579.9197708091187,587.3673706054688,323010,0.0,0.0,TRENT.NS,11
2020-01-17 00:00:00+05:30,591.6372883864971,595.7583176603797,561.6979749525958,587.26806640625,179399,0.0,0.0,TRENT.NS,12
2020-01-20 00:00:00+05:30,590.8429374148159,607.6745256528316,590.2967921994547,596.1058959960938,460984,0.0,0.0,TRENT.NS,13
2020-01-21 00:00:00+05:30,595.0631938538428,599.1842231110868,584.2393251163928,590.1477661132812,217977,0.0,0.0,TRENT.NS,14
2020-01-22 00:00:00+05:30,599.7304179107763,600.7730697944598,578.1323777983308,582.1044311523438,71955,0.0,0.0,TRENT.NS,15
2020-01-23 00:00:00+05:30,585.9274928563221,590.0981608901214,578.2316396852689,585.38134765625,82621,0.0,0.0,TRENT.NS,16
2020-01-24 00:00:00+05:30,587.6652838192445,591.8359519784212,572.0749622242425,579.2246704101562,128325,0.0,0.0,TRENT.NS,17
2020-01-27 00:00:00+05:30,572.9685969725284,580.1679424284224,566.0175048082169,568.748291015625,71115,0.0,0.0,TRENT.NS,18
2020-01-28 00:00:00+05:30,569.0461816597617,593.6232574752966,564.031477301971,583.8421020507812,283284,0.0,0.0,TRENT.NS,19
2020-01-29 00:00:00+05:30,587.268102977321,595.8079933045299,573.9617002166971,578.1820068359375,134349,0.0,0.0,TRENT.NS,20
2020-01-30 00:00:00+05:30,582.1043836232338,590.793249625687,574.8056998159416,577.9337158203125,88967,0.0,0.0,TRENT.NS,21
2020-01-31 00:00:00+05:30,581.9056684491316,590.8427862239475,575.9475899325876,586.672119140625,108209,0.0,0.0,TRENT.NS,22
2020-02-03 00:00:00+05:30,576.0469289354946,592.5806228401256,575.7986756372793,589.8994750976562,336150,0.0,0.0,TRENT.NS,23
2020-02-04 00:00:00+05:30,591.9848369135616,602.7590057715942,590.8428475026334,596.5526733398438,223685,0.0,0.0,TRENT.NS,24
2020-02-05 00:00:00+05:30,597.545689698324,598.5883414306453,580.9127186930112,588.4595947265625,181054,0.0,0.0,TRENT.NS,25
2020-02-06 00:00:00+05:30,591.8358169665598,594.814856313707,585.9770153403529,588.9560546875,160852,0.0,0.0,TRENT.NS,26
2020-02-07 00:00:00+05:30,615.6681979423906,673.6601943791608,615.6681979423906,657.9208984375,2595009,0.0,0.0,TRENT.NS,27
2020-02-10 00:00:00+05:30,660.353760906059,696.7477179874502,637.663434116908,690.888916015625,1105421,0.0,0.0,TRENT.NS,28
2020-02-11 00:00:00+05:30,695.6057870108859,709.6072497008079,665.2196055691015,672.2203369140625,967825,0.0,0.0,TRENT.NS,29
2020-02-12 00:00:00+05:30,671.1280002354781,719.9346271321308,668.7944432737794,700.3722534179688,1234720,0.0,0.0,TRENT.NS,30
2020-02-13 00:00:00+05:30,703.0532892413074,736.8157353348166,697.0952105189235,729.2688598632812,875161,0.0,0.0,TRENT.NS,31
2020-02-14 00:00:00+05:30,731.4534936811543,758.6620794113838,707.6211770504302,753.0018920898438,1068329,0.0,0.0,TRENT.NS,32
2020-02-17 00:00:00+05:30,747.7389336332614,777.2810760975237,730.9073479058294,744.561279296875,848055,0.0,0.0,TRENT.NS,33
2020-02-18 00:00:00+05:30,745.7528338049839,759.2577876437208,710.798760764553,722.3177490234375,538830,0.0,0.0,TRENT.NS,34
2020-02-19 00:00:00+05:30,726.7366726479772,773.5572683998766,726.7366726479772,769.7341918945312,656923,0.0,0.0,TRENT.NS,35
2020-02-20 00:00:00+05:30,770.4789530401019,788.4524674114102,759.6550851004141,770.6278686523438,1076588,0.0,0.0,TRENT.NS,36
2020-02-24 00:00:00+05:30,770.4789527868434,797.3399472601485,761.7403882911314,790.3888549804688,543365,0.0,0.0,TRENT.NS,37
2020-02-25 00:00:00+05:30,786.4664447216051,799.0777243281516,754.6900227126514,758.7613525390625,464607,0.0,0.0,TRENT.NS,38
2020-02-26 00:00:00+05:30,749.724974593496,756.6760670731708,729.8647103658536,732.84375,580129,0.0,0.0,TRENT.NS,39
2020-02-27 00:00:00+05:30,727.977934090977,743.4689759807146,722.9135911437578,728.970947265625,283297,0.0,0.0,TRENT.NS,40
2020-02-28 00:00:00+05:30,709.9051349773355,754.6900044170178,675.2489513204896,732.04931640625,741077,0.0,0.0,TRENT.NS,41
2020-03-02 00:00:00+05:30,745.2564323574408,772.564296301251,718.0975446422657,726.6870727539062,370025,0.0,0.0,TRENT.NS,42
2020-03-03 00:00:00+05:30,729.8149865100136,748.7318738536729,714.9694286135868,720.8778686523438,338626,0.0,0.0,TRENT.NS,43
2020-03-04 00:00:00+05:30,729.8646758722184,731.5528103735295,669.1915957676867,678.8734741210938,752869,0.0,0.0,TRENT.NS,44
2020-03-05 00:00:00+05:30,690.0945950631639,701.7625011708863,675.2490343192537,680.0651245117188,323635,0.0,0.0,TRENT.NS,45
2020-03-06 00:00:00+05:30,655.3887402010993,694.9106551399674,644.465594531081,688.9525756835938,416766,0.0,0.0,TRENT.NS,46
2020-03-09 00:00:00+05:30,670.2838728723652,675.2489385973457,616.909416328825,655.7362060546875,588633,0.0,0.0,TRENT.NS,47
2020-03-11 00:00:00+05:30,659.8076565099847,693.1232384423091,640.6425131848277,654.8425903320312,349780,0.0,0.0,TRENT.NS,48
2020-03-12 00:00:00+05:30,615.6681077702049,630.5633039259357,563.0384146866229,592.977783203125,936391,0.0,0.0,TRENT.NS,49
2020-03-13 00:00:00+05:30,526.7934784630628,645.4585504259958,526.7934784630628,596.2547607421875,876985,0.0,0.0,TRENT.NS,50
2020-03-16 00:00:00+05:30,566.0175136752896,583.8917509492461,526.2969863998306,568.0035400390625,669046,0.0,0.0,TRENT.NS,51
2020-03-17 00:00:00+05:30,562.0454806014268,575.9476656339709,521.3319387204048,533.09912109375,560362,0.0,0.0,TRENT.NS,52
2020-03-18 00:00:00+05:30,536.2271399000671,548.1929371038715,453.8070424709827,485.5834655761719,863336,0.0,0.0,TRENT.NS,53
2020-03-19 00:00:00+05:30,447.84896708463026,480.02258970123523,419.1508907757774,467.60992431640625,1001487,0.0,0.0,TRENT.NS,54
2020-03-20 00:00:00+05:30,467.60992928474724,520.7361680006388,445.1181854293348,501.7199401855469,565163,0.0,0.0,TRENT.NS,55
2020-03-23 00:00:00+05:30,438.9118661128504,476.44775566320084,401.3759765625,401.3759765625,585178,0.0,0.0,TRENT.NS,56
2020-03-24 00:00:00+05:30,378.68558224882895,422.0306014943803,362.44981069517365,401.57452392578125,550672,0.0,0.0,TRENT.NS,57
2020-03-25 00:00:00+05:30,397.20528414659674,476.6463409759161,377.64291178063354,443.4797058105469,389470,0.0,0.0,TRENT.NS,58
2020-03-26 00:00:00+05:30,446.26009064984186,503.4576524973998,413.34171173972913,492.2862548828125,624724,0.0,0.0,TRENT.NS,59
2020-03-27 00:00:00+05:30,510.3591583531666,526.2970084690228,468.35468081538227,479.92327880859375,557689,0.0,0.0,TRENT.NS,60
